Problem_number,Catogery,Problem_details
1,aho,http://www.spoj.com/problems/ADAJOBS/
2,aho,URI 2226 (5) //[NICE][NUMBERS][DP]
3,aho,http://www.spoj.com/problems/SUB_PROB/en/
4,aho,http://codeforces.com/contest/696/problem/D 8
5,aho,http://www.spoj.com/problems/AHOCUR/ 5 //Aho-Corassic + DP
6,aho,https://www.codechef.com/problems/LYRC (5) //Sample aho-brute-force
7,aho,http://codeforces.com/problemset/problem/346/B //Proposed by bradyawn
8,automat,6861 [LA] //CYK
9,automat,UVA 10679 //Suffix Automat
10,automat,http://www.spoj.com/problems/STRMATCH/ //Suffix Automat — trie might do too
11,automat,http://www.spoj.com/problems/NSUBSTR2/ //Suffix Automaton
12,belman-ford,UVA 12519
13,belman-ford,http://www.spoj.com/problems/ARBITRAG/ (4) //Or Floyd-Warshall
14,bfs,http://www.spoj.com/problems/ADACYCLE/ [FW]
15,bfs,6151 — Beehives (4) //[NICE] //Search for shortest cycle
16,bfs,https://devskill.com/CodingProblems/ViewProblem/60
17,bfs,https://devskill.com/CodingProblems/ViewProblem/150
18,bfs,11312 UVA (3)
19,bfs,11392 UVA (4)
20,bfs,http://codeforces.com/contest/653/problem/E (6)
21,bfs,http://codeforces.com/contest/769/problem/C 5 //FL:ODD/**** | bfs+greed NICE
22,bfs,10968 UVA (3) //EASY + NICE (bfs withot <=2 nodes)
23,bfs,http://codeforces.com/contest/796/problem/D (3) //NICE+EASY ... print visited in bfs (not par)
24,bfs,10888 UVA (4) //VERY NICE — but not main technique ... ++ DP /or/ MCMF
25,bfs,http://codeforces.com/contest/821/problem/D (5) //VERY NICE — Consider only points not GRID
26,bfs,http://www.spoj.com/problems/DIGOKEYS/ (4) //Easy [Nice problem — weird statement]
27,bfs,http://www.spoj.com/problems/SPIKES/ (3) //Easy bfs (# of 's' * 2)
28,bfs,http://www.spoj.com/problems/MULTII/ (4) //VERY NICE: BFS over numbers (K*10+d)%N
29,bfs,http://www.spoj.com/problems/ADV04F1/ (5) //VERY NICE: [imple] ~ N^4*BigConstant
30,bfs,http://www.spoj.com/problems/INVESORT/ (5) //Big limit (really usefull :P)
31,bfs,http://codeforces.com/contest/59/problem/E (5) //[NICE][DOUBLE-STATES][SET]
32,bfs,http://codeforces.com/contest/877/problem/D (4) //[NICE] Add vector to # of states
33,bfs-grid,10977 UVA (3)
34,bfs-grid,928 UVA (3)
35,bfs-grid,13116 UVA (4)
36,bfs-grid,314 UVA (3)
37,bfs-grid,11487 UVA (4)
38,bfs-grid,5622 LA (7)
39,bfs-grid,11931 UVA (5)
40,bfs-grid,http://www.spoj.com/problems/KNMOVE/ 3 //simple knights
41,bfs-grid,http://www.spoj.com/problems/SERGRID/ 3 //almost classical
42,bfs-grid,http://www.spoj.com/problems/NAKANJ/ 3 //Classical chess — KNIGHT
43,bfs-grid,http://www.spoj.com/problems/PUCMM223/ (4) //NICE (but not many languages) — 2 moving [x][y]
44,bfs-grid,http://www.spoj.com/problems/SPIRALGR/ (4) //NICE (not typical) [SIEVE]
45,bfs-grid,http://www.spoj.com/problems/DCEPC706/ (4) //NICE — travelling outside
46,bfs-grid,http://codeforces.com/contest/35/problem/C (3) //No obstacles [multiple starts]
47,big,https://devskill.com/CodingProblems/ViewProblem/394 (2) //Multiplication (or math)
48,big,http://codeforces.com/contest/66/problem/A (2) //Big + iffs + implementation
49,big,UVA — 10183 
50,big,10106 — Product [UVA]
51,big,10523 — Very Easy !!! [UVA]
52,big,787 — Maximum Sub-sequence Product [UVA]
53,big,2871 — Rhyme Schemes [LA][BELL]
54,big,UVA — 10497
55,big,http://www.spoj.com/problems/MUL/en/
56,big,http://www.spoj.com/problems/ITRIX_E/
57,big,11115 — Uncle Jack
58,big,11448 — Who said crisis? [UVA]
59,big,http://www.spoj.com/problems/GCD2/
60,big,10083 — Division [UVA]
61,big,11830 — Contract Revision [UVA]
62,big,1230 — MODEX [UVA]
63,big,http://www.spoj.com/problems/NUMPLAY/
64,big,10519 — UVA
65,big,7651 — Pascal's Hyper-Pyramids [LA]
66,big,11344 — The Huge One [UVA]
67,big,10303 — How Many Trees? [UVA]
68,big,http://www.spoj.com/problems/FAST2/
69,big,495 — Fibonacci Freeze [UVA]
70,big,10023 — Square root [UVA]
71,big,http://www.spoj.com/problems/SKYLINE/
72,big,http://www.spoj.com/problems/NITT2/
73,big,11879 — Multiple of 17
74,big,http://www.spoj.com/problems/MINNUM/
75,big,10494 — If We Were a Child Again [UVA]
76,big,10013 — Super long sums [UVA]
77,big,10925 — Krakovia [UVA]
78,big,10814 — Simplifying Fractions [UVA]
79,big,619 — Numerically Speaking [UVA]
80,big,713 — Adding Reversed Numbers [UVA]
81,big,1226 — Numerical surprises [UVA]
82,big,623 — 500! [UVA]
83,big,http://codeforces.com/problemset/problem/18/D
84,big,http://www.spoj.com/problems/NUMTSN/
85,big,https://www.codechef.com/problems/FRJUMP
86,big,10220 — I Love Big Numbers ! [UVA]
87,big,https://www.hackerrank.com/contests/projecteuler/challenges/euler025
88,big,https://www.hackerrank.com/contests/projecteuler/challenges/euler020
89,big,11645 UVA 4
90,big,Gym — 100866A [ACM ICPC 2005–2006 NEERC Moscow Subregional Contest]
91,big,CSQUARE [SPOJ]
92,big,http://www.spoj.com/problems/PARCARD1/
93,big,10070 — Leap Year or Not Leap Year and .. [UVA]
94,big,http://www.spoj.com/problems/SOLDIERS/
95,big,12333 — Revenge of Fibonacci [UVA]
96,big,http://www.spoj.com/problems/NDIVPHI/
97,big,http://www.spoj.com/problems/IWGBS/ [UVA]
98,big,http://www.spoj.com/problems/POP3/ [Prime-Test]
99,big,http://www.spoj.com/problems/VGCD/
100,big,http://www.spoj.com/problems/NDIVPHI2/
101,big,12924 — Immortal Rabbits [UVA]
102,big,Count the Trees [UVA][10007]
103,big,10198 — Counting [UVA]
104,big,11375 UVA 3
105,big,http://www.spoj.com/problems/MINNUM/ 3 // BIG/9+!!(BIG%9)
106,big,10844 UVA 4 //Bell numbers + big (might be slightly slow!)
107,big,http://www.spoj.com/problems/NITT2/ 2 //Divisibility by two constants
108,big,http://www.spoj.com/problems/NUMPLAY/ (3) //With DP
109,big,http://www.spoj.com/problems/IWGBS/ (3) //Fibonacci 10^4
110,big,http://www.spoj.com/problems/PUCMM025/ (2) //Divisibility by 1 → 9
111,big,http://www.spoj.com/problems/CSQUARE/ (3) //Converse + Power 
112,big,http://codeforces.com/contest/17/problem/D (5) //B^(N-1)*(B-1)%C [B/N are big]
113,binary_search,http://codeforces.com/contest/920/problem/G (5) //[NICE][MATH][IE]
114,binary_search,http://codeforces.com/contest/140/problem/C (4) //[NICE][GREEDY]
115,binary_search,http://codeforces.com/contest/898/problem/E (4) //[NICE][SIMPLE][PREPROCESS]
116,binary_search,http://codeforces.com/contest/888/problem/C (3) //Can be done without BS
117,binary_search,http://codeforces.com/contest/68/problem/B (3) //[EASY][DOUBLE]
118,binary_search,http://codeforces.com/contest/42/problem/A (2) //Or simple math
119,binary_search,http://codeforces.com/contest/883/problem/I (4) //[NICE][SET][2Pointers]
120,binary_search,http://codeforces.com/contest/51/problem/C (4) //[NICE][GREEDY-CHECK]
121,binary_search,http://codeforces.com/contest/729/problem/C 3
122,binary_search,http://codeforces.com/contest/714/problem/D 8
123,binary_search,13150 (UVA) 4
124,binary_search,http://codeforces.com/contest/749/problem/D 5
125,binary_search,11692 (UVA) 4
126,binary_search,11516 (UVA) 3
127,binary_search,http://codeforces.com/contest/760/problem/B 3
128,binary_search,http://codeforces.com/contest/675/problem/D 4 //dunno — solvable with treap
129,binary_search,http://www.spoj.com/problems/NDS/ 4 //BS over LIS
130,binary_search,http://www.spoj.com/problems/VECTAR4/ 3
131,binary_search,http://codeforces.com/contest/767/problem/D 4 //NICE
132,binary_search,http://codeforces.com/contest/627/problem/D (7) //with dp — NICE
133,binary_search,http://codeforces.com/contest/779/problem/D (3) //NICE + EASY
134,binary_search,http://www.spoj.com/problems/CNTINDX/ (4) //Map+BS === OK
135,binary_search,13177 UVA (3) //BS over answer == OK
136,binary_search,http://codeforces.com/contest/801/problem/C (3) //BS + SUM -EASY
137,binary_search,http://codeforces.com/contest/803/problem/D (3) //BS by answer
138,binary_search,http://codeforces.com/contest/807/problem/C (3) //Or math
139,binary_search,http://codeforces.com/contest/818/problem/F (4) //NICE — Live VS Clique
140,binary_search,"http://codeforces.com/contest/845/problem/E (5) //VERY NICE — min(X,Y) .. add time, repeat"
141,binary_search,http://www.spoj.com/problems/MATHLOVE/ (2) //BS + Gaus (or otter ways)
142,binary_search,"http://www.spoj.com/problems/SABBIRGAME/ (3) //Binary search over answer ::max(0,ANS)"
143,binary_search,http://codeforces.com/contest/846/problem/D (4) //BS+Precalculation OR 2D-RMQ
144,binary_search,http://www.spoj.com/problems/RPLC/ (3) //Classical
145,binary_search,http://www.spoj.com/problems/TRIGALGE/ (2) //On doubles — simple function given
146,binary_search,http://www.spoj.com/problems/ABA12E/ (4) //VERY NICE — BS on answer + 2Pointers
147,binary_search,http://codeforces.com/contest/847/problem/E (4) //NICE: Back+Front OR Front+Back
148,binary_search,http://www.spoj.com/problems/MAIN8_C/ (3) //Classical — simultion over array
149,binary_search,http://www.spoj.com/problems/FUNFACT/ (4) //VERY NICE — Sterling Approximation
150,binary_search,http://codeforces.com/contest/16/problem/C (3) //[or math][simple formula check]
151,binary_search,http://codeforces.com/contest/21/problem/C (3) //[NICE][prefix-sum+lower_bound]
152,binary_search,http://codeforces.com/contest/24/problem/E (5) //[doubles]
153,binary_search,http://codeforces.com/contest/875/problem/E (6) //VERY NICE [BS][Keep possible places]
154,bits,http://codeforces.com/contest/879/problem/C (3) //[NICE] one of each operation is enough
155,bits,http://codeforces.com/contest/92/problem/B (2) //Bit addition/shifting (but big number)
156,bits,http://codeforces.com/contest/907/problem/C (3) //Nice but ugly statement: sets
157,bits,11659 UVA (4)
158,bits,11535 UVA (4)
159,bits,http://codeforces.com/contest/779/problem/E (5) //NICE + Parsing
160,bits,http://www.spoj.com/problems/EC_CONB/ (1) //reverse numbers
161,bits,http://codeforces.com/contest/769/problem/D (4) //freq + brute-force
162,bits,http://www.spoj.com/problems/HAP01/ (2) //builtin_popcount
163,bits,http://codeforces.com/contest/862/problem/C (3) //VERY NICE — Random works well
164,bits,http://www.spoj.com/problems/KOMPICI/ (4) //NICE — Bitmask over digits
165,bitset,http://www.spoj.com/problems/ADACOINS/
166,bitset,http://www.spoj.com/problems/ADACHERY/
167,bitset,http://www.spoj.com/problems/ADAFUROW/
168,bitset,http://codeforces.com/contest/914/problem/F (7) //[VERY NICE][POLYMUL-LIKE][BRUTE]
169,bitset,http://codeforces.com/contest/117/problem/C (5) //Finding 3cycles in directed graph [NICE]
170,bitset,http://codeforces.com/contest/754/problem/E 6
171,bitset,http://www.spoj.com/problems/UCBINTC/ 5 //polymul with bitset
172,bitset,http://codeforces.com/contest/33/problem/D (4) //VERY NICE [LCA works too]
173,bitset,http://codeforces.com/contest/918/problem/C (4) //Brute-force+Bitset (or...)
174,bridges,http://codeforces.com/contest/118/problem/E (4) //[NICE]//Orientation [+DFS]
175,bridges,315 — Network
176,bridges,796 — Critical Links
177,bridges,UVA 12363
178,bridges,"Gym 100114J [2012-2013 ACM-ICPC, NEERC, Central Subregional Contest]"
179,bridges,http://www.spoj.com/problems/ONBRIDGE/ [ONLINE][HARD][NICE][D&C]
180,bridges,http://codeforces.com/contest/732/problem/F 7
181,bridges,http://codeforces.com/contest/700/problem/C 7
182,bridges,http://www.spoj.com/problems/EC_P/ (3) //bridges ONLY
183,bridges,http://www.spoj.com/problems/SUBMERGE/ (3) //Direct articulation
184,bridges,http://www.spoj.com/problems/GRAFFDEF/ (5) //Bridge tree
185,bridges,http://codeforces.com/contest/1000/problem/E // Sugested by Muhanad_Alwarareh
186,brute-force,http://codeforces.com/gym/101806/problem/X (6) //[VERY NICE][DFS][IFS][OBSERVATION]
187,brute-force,8259 — High Score LA //[VERY NICE][TS works too] add only low number to minimum (NOT WORKING?)
188,brute-force,http://codeforces.com/contest/922/problem/B (2) //Test all pairs — observe 3rd
189,brute-force,http://codeforces.com/contest/919/problem/B (1) //Simply simulate
190,brute-force,http://codeforces.com/contest/146/problem/B (2) //Test all bigger numbers
191,brute-force,http://codeforces.com/contest/911/problem/B (1)
192,brute-force,7692 — Square Deal (4) //Permutations+Swap
193,brute-force,http://codeforces.com/contest/907/problem/A (2) //try all triples 0→ 200
194,brute-force,http://codeforces.com/contest/124/problem/B (3) //next-permutation
195,brute-force,http://codeforces.com/contest/910/problem/C (3) //Next-permutation
196,brute-force,http://codeforces.com/contest/898/problem/B (2) //Try all possibilities
197,brute-force,6160 — Countdown (5) //[NICE][DFS][EFFICIENT?]
198,brute-force,http://codeforces.com/contest/122/problem/C (3) //Just around 2^10 lucky [RECURSION]
199,brute-force,7899 — Mr. Panda and Strips (4) //Weak test-cases
200,brute-force,7671 What a Beautiful Lake (2) //Try up/down from every node
201,brute-force,http://codeforces.com/contest/110/problem/A (1) //4 or 7
202,brute-force,http://codeforces.com/contest/106/problem/B (2) //Cycles -_-
203,brute-force,http://codeforces.com/contest/895/problem/A (2) //All segments [in circle]
204,brute-force,http://codeforces.com/contest/893/problem/B (2) //Try each divisor
205,brute-force,http://codeforces.com/contest/894/problem/A (1) //3-cycles
206,brute-force,"http://codeforces.com/contest/892/problem/C (3) //Try to find ""1"" ASAP"
207,brute-force,http://codeforces.com/contest/102/problem/A (2) //Iterate over all triples
208,brute-force,http://codeforces.com/contest/96/problem/B (2) //Check all
209,brute-force,http://codeforces.com/contest/94/problem/B (1) //3cycles
210,brute-force,http://codeforces.com/contest/887/problem/B (3) //Test all numbers
211,brute-force,http://codeforces.com/gym/101597/problem/A (4) //[MATH][MODULO][SIMULATION]
212,brute-force,http://codeforces.com/contest/68/problem/C (5) //[VERY NICE][RECURSION][MAX COST MIN FLOW]
213,brute-force,http://codeforces.com/contest/68/problem/A (1) //Simple simulation
214,brute-force,http://codeforces.com/contest/66/problem/B (2) //Test always whole platform
215,brute-force,http://codeforces.com/contest/879/problem/C (3) //[NICE] one of each operation is enough
216,brute-force,http://codeforces.com/contest/46/problem/C (2) //[2pointers][N^2 works too]
217,brute-force,http://codeforces.com/contest/47/problem/D (4) //[Implementation][DFS]
218,brute-force,http://codeforces.com/contest/51/problem/D (4) //Check all/check without 1s/2nd
219,brute-force,http://code-festival-2017-qualc.contest.atcoder.jp/tasks/code_festival_2017_qualc_b (2)
220,brute-force,http://codeforces.com/contest/53/problem/B (3) //at most 60 possibilities
221,brute-force,http://codeforces.com/contest/55/problem/B (3) //Try all permutations & possibilities [NICE]
222,brute-force,http://codeforces.com/contest/877/problem/B (3) //NICE [N^2][PrefixSum]
223,brute-force,LA 6623 — Battle for Silver (3) //4 for-cycles inside ~ K4 search
224,brute-force,UVA 12169 (2)
225,brute-force,http://codeforces.com/contest/725/problem/C 4
226,brute-force,http://codeforces.com/contest/725/problem/E 6
227,brute-force,http://codeforces.com/contest/724/problem/B 3
228,brute-force,11961 UVA (2)
229,brute-force,11898 UVA (4)
230,brute-force,11659 UVA (4)
231,brute-force,http://codeforces.com/contest/753/problem/C 7
232,brute-force,11699 UVA (4)
233,brute-force,11548 UVA (3)
234,brute-force,11471 UVA (5) //With dynamic programming
235,brute-force,http://codeforces.com/contest/698/problem/D 8 //with geometry
236,brute-force,http://codeforces.com/gym/101840 F //[NICE][BS][DISTANCE]
237,brute-force,11206 UVA (6) //4^20 (but somehow passes)
238,brute-force,11214 UVA (6) //Úvaha + pruning
239,brute-force,11127 UVA (4) //Simple dfs [just realize you can do so]
240,brute-force,http://www.spoj.com/problems/BOKAM143SOU/ (3) //just implement for-cycles
241,brute-force,http://www.spoj.com/problems/BLOPER/ (4) dfs with little pruning
242,brute-force,13173 UVA (3) //just brute-force + branching
243,brute-force,http://codeforces.com/contest/799/problem/D (4) //VERY NICE [only top 34 needed] — trick with 2 [~20]
244,brute-force,"10890 UVA (4) //Simple brute-force times out, but with simple pruning AC (answer detection"
245,brute-force,http://codeforces.com/contest/813/problem/B (3) //All*All (BF) care for overflow! NICE & EASY
246,brute-force,http://codeforces.com/contest/817/problem/C (3) //Check S+Constant (NICE!)
247,brute-force,10732 UVA (2) //Brute-force passes .. just don't trust them O(N^2)
248,brute-force,10748 UVA (5) //VERY Nice (knights have K^2 moves not 8^K)
249,brute-force,http://codeforces.com/contest/818/problem/D (4) //NICE for each 'A' check all remaining (max SQRT)
250,brute-force,http://codeforces.com/contest/834/problem/E (5) //NICE — hard to imple: all 11122...999 OK
251,brute-force,http://www.spoj.com/problems/JHAGIRLS/ (4) //Efficient — or store output in array
252,brute-force,http://codeforces.com/contest/846/problem/B (3) //Brute-force
253,brute-force,http://www.spoj.com/problems/ALONE/ (4) //Generate everything <10^15 [NICE]
254,brute-force,http://codeforces.com/contest/861/problem/B (3) //Check all floor-sizes
255,brute-force,http://www.spoj.com/problems/RRANGE/ (3) //Compare all queries agains all updates + GAUSS
256,brute-force,http://codeforces.com/contest/598/problem/B (3) //Treap works too ;-)
257,brute-force,http://www.spoj.com/problems/AMR10I/ (4) //Can be solved with brute-force with dp
258,brute-force,http://codeforces.com/contest/868/problem/C (4) //Brute-force (fixet at most 6 each bits)
259,brute-force,http://codeforces.com/contest/868/problem/D (5) //NICE: Maximal K is low (I assumed 15)
260,brute-force,http://codeforces.com/contest/31/problem/C (2) //LOW-Constaints: N^2
261,brute-force,http://codeforces.com/contest/32/problem/D (3) //Simply try all possibilities
262,brute-force,http://codeforces.com/contest/876/problem/C (3) //Try N and ~100 lower
263,brute-force,http://codeforces.com/contest/44/problem/B (2) //N^2 works fine
264,centroid,http://codeforces.com/gym/101840 E //NICE
265,centroid,DCP-176: Motku2 [DevSkills] 
266,centroid,http://codeforces.com/contest/715/problem/C 9
267,centroid,http://codeforces.com/contest/741/problem/D 8
268,centroid,13164 UVA (7)
269,centroid,http://codeforces.com/contest/752/problem/F 5
270,centroid,http://codeforces.com/contest/766/problem/E 6
271,centroid,http://codeforces.com/contest/833/problem/D 7 //Very nice — hard (thinking + imple) + FW
272,centroid,http://www.spoj.com/problems/HOLI/ (4) //VERY NICE: 2*Distances from centroids 
273,coloring,http://codeforces.com/contest/741/problem/C 6
274,coloring,11331 UVA (4)
275,coloring,http://codeforces.com/contest/664/problem/D 4
276,combinatorics,http://www.spoj.com/problems/ADATEAMS/
277,combinatorics,http://www.spoj.com/problems/ADASUM/
278,combinatorics,http://codeforces.com/gym/101808/problem/F (3) //[EASY]][FACTORIAL]
279,combinatorics,http://codeforces.com/problemset/problem/364/A (4) //[NICE][STL-or-sorting][IF]
280,combinatorics,http://codeforces.com/contest/145/problem/D (7) //[VERY NICE][SET][OBSERVATION][BS][BIG]
281,combinatorics,http://codeforces.com/contest/909/problem/B (3)
282,combinatorics,http://codeforces.com/contest/131/problem/C (3) //[EASY][BRUTE-FORCE][COMB-NUMBERS]
283,combinatorics,http://codeforces.com/contest/131/problem/B (2) //[EASY]
284,combinatorics,http://codeforces.com/contest/129/problem/E (5) //[NICE][COMB-NUMBERS]//Observe
285,combinatorics,http://codeforces.com/contest/111/problem/D (5) //[COMB-NUMBERS][POWER][VERY NICE][DP]
286,combinatorics,http://codeforces.com/contest/895/problem/D (4) //[COMB-NUMBERS][OPTI]
287,combinatorics,http://codeforces.com/contest/893/problem/E (5) //[COMB-NUMBERS][NUMBER-THEORY]
288,combinatorics,http://codeforces.com/contest/894/problem/B (3) //try without last row
289,combinatorics,http://codeforces.com/contest/890/problem/E (6) //Permutations
290,combinatorics,http://codeforces.com/contest/52/problem/B (4) //[NICE][PREPROCESS][ROTATION]
291,combinatorics,3917 //Grid tiling [fancy approximation fomula]
292,combinatorics,http://codeforces.com/contest/760/problem/F
293,combinatorics,https://devskill.com/CodingProblems/ViewProblem/61
294,combinatorics,https://devskill.com/CodingProblems/ViewProblem/255
295,combinatorics,UVA 10918
296,combinatorics,UVA 12576
297,combinatorics,UVA 1118 //Parity
298,combinatorics,http://www.spoj.com/problems/HLP_RAMS/ //Comb parity
299,combinatorics,Project Euler #78: Coin partitions //Partition function
300,combinatorics,http://www.spoj.com/problems/MAIN75/ //DP #of trees
301,combinatorics,12001 UVA (3)
302,combinatorics,12034 UVA (4)
303,combinatorics,11719 UVA (5)
304,combinatorics,11798 UVA (5)
305,combinatorics,11282 UVA (4) //dearrangement
306,combinatorics,11174 UVA (4)
307,combinatorics,http://codeforces.com/contest/666/problem/C 7
308,combinatorics,http://www.spoj.com/problems/JOKER1/ 3 prod(Ai-i)
309,combinatorics,http://www.spoj.com/problems/ANTP/ //4
310,combinatorics,http://codeforces.com/contest/645/problem/E (5) //formula: A[i]=Sum(A)+1
311,combinatorics,http://www.spoj.com/problems/SPCE/ (5) // N^{K-2}*Prod(comp_size)
312,combinatorics,"http://codeforces.com/contest/785/problem/D (5) // F'(' C""(+)-1"",""("""
313,combinatorics,13184 UVA (3)
314,combinatorics,http://codeforces.com/contest/816/problem/D (5) // Observation
315,combinatorics,"13214 (4) //OEIS? : C(N+M-2,N-1)"
316,combinatorics,http://codeforces.com/contest/844/problem/B (2) //Easy — pro prvaky
317,combinatorics,http://www.spoj.com/problems/JOSWAP/ (3) //Frequence array
318,combinatorics,http://www.spoj.com/problems/UCV2013E/ (4) //NICE&EASY: Choose steps to direction
319,combinatorics,http://www.spoj.com/problems/PARCARD1/ (4) //Partition function (raw)
320,combinatorics,http://www.spoj.com/problems/GOODB/ (2) //Easy (NICE): Choose [order]
321,combinatorics,http://www.spoj.com/problems/LOOPEXP/ (4) //A000254/N!
322,combinatorics,http://www.spoj.com/problems/DTPOLY/ (5) //DP might work too
323,combinatorics,http://www.spoj.com/problems/DTPOLY2/ (7) //Harder version of above (NICE but hell)
324,combinatorics,"http://www.spoj.com/problems/HC12/ (3) //NICE — Sort + C(i,K-1)*A[i]"
325,combinatorics,http://www.spoj.com/problems/STONE2/ (4) //NICE — Mostly DP [INVERSION][FACTORIAL]
326,combinatorics,http://www.spoj.com/problems/MAIN8_D/ (5) //NICE — Suffixes/Prefixes (same add 2^i)
327,combinatorics,http://www.spoj.com/problems/ITRIX_E/ (4) //VERY NICE — #Nonattacking 2-queens
328,combinatorics,http://www.spoj.com/problems/MAXSUB/ (3) //NICE — Subsets made of zeroes
329,combinatorics,http://www.spoj.com/problems/SKYLINE/ (3) //Catalan numbers [weird modulo — care]
330,combinatorics,http://codeforces.com/contest/26/problem/D (5) //Division of two combintion numbers [NI:/]
331,combinatorics,"http://codeforces.com/contest/872/problem/E (6) // Prod:Sum(C(DistLines,CompSize))"
332,constructive,http://codeforces.com/contest/922/problem/F (6) //[NICE][MATH][GREEDY]
333,constructive,http://codeforces.com/contest/916/problem/C (3) //Graph construction
334,constructive,http://codeforces.com/contest/148/problem/B (3) //[SIMULATION](math or bs)
335,constructive,http://codeforces.com/contest/909/problem/F (6) //[VERY NICE][BITS]
336,constructive,http://codeforces.com/contest/141/problem/C (4) //[NICE][BRUTE-FORCE]
337,constructive,http://codeforces.com/contest/907/problem/D (5) //[VERY NICE][RANDOM]
338,constructive,http://codeforces.com/contest/124/problem/C (3) //[NICE][SIEVE]
339,constructive,"http://codeforces.com/contest/125/problem/C (4) //[NICE][C(N,2)]"
340,constructive,http://codeforces.com/contest/902/problem/C (4) //[NICE]//Tree isomorphism
341,constructive,http://codeforces.com/contest/112/problem/C (3) //[GREEDY]//Max + 1s
342,constructive,http://codeforces.com/contest/110/problem/B (2) //Easy modulo
343,constructive,http://codeforces.com/contest/894/problem/C (3) //[VERY NICE] //AiAiGCD
344,constructive,http://codeforces.com/contest/97/problem/B (4) //NICE — Walls in middles [D&C]
345,constructive,http://codeforces.com/contest/85/problem/A (3) //MODULO / SHIFT
346,constructive,http://codeforces.com/contest/81/problem/D (3) //NICE — MAX(N/2) — even/odd
347,constructive,http://codeforces.com/contest/63/problem/D (3) //NICE[GO BY LINES][4 WAYS B/D ODD/EVEN]
348,constructive,http://codeforces.com/contest/42/problem/C (4) //Constructive works too but random is fine :)
349,constructive,http://codeforces.com/contest/43/problem/D (3) //NICE — Easy to see [implementation]
350,constructive,http://codeforces.com/contest/53/problem/C (2) //EASY [B/E Alternate]
351,constructive,http://codeforces.com/contest/877/problem/C (3) //NICE 3*Alternative
352,constructive,"http://codeforces.com/contest/802/problem/H (6) //We can do ""N+k"" by adding a letter p+k*x+u+xx"
353,constructive,http://codeforces.com/contest/12/problem/E (5) //g[i][j]=1+(i+j)%(N-1) [+/-]
354,constructive,http://codeforces.com/contest/22/problem/C (4) //Start and then clique without v (+ random)
355,constructive,http://codeforces.com/contest/26/problem/C (5) //make Even*Even: do by 2*2 fields
356,constructive,"http://codeforces.com/contest/41/problem/E (4) //[NICE][CN/2,N/2]"
357,constructive,http://codeforces.com/contest/78/problem/B (2) //NICE — last 3 and then rest in modulo
358,constructive,http://codeforces.com/contest/109/problem/D (5) //[NICE][BACK-POINTERS][SIMULATION][SORT]
359,dfs,http://www.spoj.com/problems/ADASEA/
360,dfs,https://www.urionlinejudge.com.br/judge/en/problems/view/2732 (3) //Easy flood
361,dfs,http://codeforces.com/contest/920/problem/E (5) //[NICE][DFS][SET] //Or clever random
362,dfs,http://codeforces.com/contest/915/problem/D (4) //[VERY NICE][CYCLES DETECTION (ORIENTED)]
363,dfs,http://www.spoj.com/problems/CTTC/ (3) //[EASY][GRAPH-RECONSTRUCTION]
364,dfs,7951 — Islands (3) //[NICE]Flood-Fill
365,dfs,http://codeforces.com/contest/901/problem/D (7) //Observations / Tree reduction
366,dfs,http://codeforces.com/contest/902/problem/B (3) //No dfs needed
367,dfs,http://codeforces.com/gym/101630 {C}(4) //[NICE][SCC]
368,dfs,http://codeforces.com/gym/101620 {J}(4) //DFS + multiples of divisors
369,dfs,http://codeforces.com/contest/120/problem/F (3) //Width of tree
370,dfs,7606 — Percolation (3) //Dfs on grid [EASY]
371,dfs,http://codeforces.com/contest/116/problem/C (2) //[DEPTH]
372,dfs,8080 — Christmas Tree (3) //[SIMPLE][NICE]
373,dfs,6584 — Escape (8) //[VERY VERY VERY NICE][COMPRESSION][MERGING] //Hard but I recommend this one!!
374,dfs,6590 Digraphs (4) //[VERY NICE][CYCLES][DP][IDEA]
375,dfs,http://codeforces.com/contest/893/problem/C (3) //Minimum from each connected component
376,dfs,http://codeforces.com/contest/884/problem/C (3) //[EASY][PERMUTATIONS][SORTING]
377,dfs,http://codeforces.com/contest/883/problem/G (4) //Greedy picking
378,dfs,http://codeforces.com/contest/60/problem/B (3) //3D Flood-Fill [NICE][EASY]
379,dfs,http://codeforces.com/contest/60/problem/C (4) //[VERY NICE][BF]//Not many real possibilities
380,dfs,https://devskill.com/CodingProblems/ViewProblem/3
381,dfs,https://devskill.com/CodingProblems/ViewProblem/17
382,dfs,https://devskill.com/CodingProblems/ViewProblem/118 //Kind-of
383,dfs,657 — The die is cast [UVA]
384,dfs,12186 UVA (3)
385,dfs,http://codeforces.com/contest/734/problem/E (5)
386,dfs,http://codeforces.com/contest/727/problem/A (3)
387,dfs,http://codeforces.com/contest/723/problem/E (6)
388,dfs,http://codeforces.com/contest/709/problem/E (6)
389,dfs,http://codeforces.com/contest/710/problem/E (4)
390,dfs,http://codeforces.com/contest/758/problem/E (8)
391,dfs,11323 UVA (5)
392,dfs,http://codeforces.com/contest/760/problem/B (3)
393,dfs,http://codeforces.com/contest/761/problem/E (6)
394,dfs,http://codeforces.com/contest/638/problem/B (3) //connect cons. letters
395,dfs,http://codeforces.com/contest/638/problem/C (4) //greedy idea — easy
396,dfs,http://codeforces.com/contest/638/problem/D (5) //spec-DAG articulatin
397,dfs,http://codeforces.com/contest/767/problem/C (4) 
398,dfs,http://codeforces.com/contest/781/problem/C (5)
