Problem_number,Catogery,Problem_details
1964,recursion,http://codeforces.com/contest/36/problem/B (2) //[NICE][SIMPLE]
1965,RMQ,http://codeforces.com/problemset/problem/514/D //+BS
1966,RMQ,http://codeforces.com/problemset/problem/872/B
1967,RMQ,http://www.spoj.com/problems/TNVFC1M/
1968,RMQ,https://devskill.com/CodingProblems/ViewProblem/19
1969,RMQ,http://codeforces.com/contest/713/problem/D 6
1970,RMQ,http://codeforces.com/contest/675/problem/E 5
1971,RMQ,http://www.spoj.com/problems/POSTERIN/ 5 //VERY NICE — Delete all minimas
1972,RMQ,http://www.spoj.com/problems/RPLN/ (3) //RMQ only
1973,RMQ,http://www.spoj.com/problems/CITY2/ (4) //RMQ + MAP [NICE][VAGUE STATEMENT]
1974,RMQ,http://www.spoj.com/problems/DIFERENC/ (4) //Solve separately (linear D&C)
1975,RMQ,http://codeforces.com/contest/863/problem/E (4) //OR some Queue / sorting
1976,RMQ,http://codeforces.com/contest/5/problem/C (4) //NICE — many other options
1977,RMQ,http://codeforces.com/contest/15/problem/D (5) //VERY NICE 2D RM [sliding-windw][monotone-queue]
1978,RMQ,http://codeforces.com/contest/873/problem/E (5) //[NICE][Brute-Force + RMQ]
1979,rope,http://www.spoj.com/problems/AROPE/ 4
1980,rope,http://www.spoj.com/problems/AROPE2/ 5 //same as above (+time)
1981,scc,http://www.spoj.com/problems/ADAPANEL/ [combinatorics]
1982,scc,http://codeforces.com/problemset/problem/427/C proposed by unofficial10
1983,scc,http://codeforces.com/contest/894/problem/E (5) //[NICE][DP]
1984,scc,https://devskill.com/CodingProblems/ViewProblem/79
1985,scc,UVA 11838
1986,scc,UVA 247
1987,scc,UVA 13057
1988,scc,UVA 12645
1989,scc,UVA 11770
1990,scc,UVA 12926
1991,scc,UVA 11324
1992,scc,UVA 11709
1993,scc,UVA 12745
1994,scc,http://www.spoj.com/problems/TFRIENDS/ (4) //just scc size
1995,scc,http://www.spoj.com/problems/CAPCITY/ (4) //scc destination [WEAK TC]
1996,scc,http://codeforces.com/contest/22/problem/E (5) //[NICE][make it strongly connected][SRC>DST]
1997,segment_tree,http://www.spoj.com/problems/ADABERRY/ [+TREAP]
1998,segment_tree,http://codeforces.com/gym/101741/problem/J (6) //[NICE][COMBINATORICS]
1999,segment_tree,http://codeforces.com/contest/914/problem/D (5) //[NICE][GCD][LOG]
2000,segment_tree,http://codeforces.com/contest/915/problem/E (5) //[VERY NICE][UNLIMITED]
2001,segment_tree,http://codeforces.com/contest/145/problem/E (5) //[NICE]//Bit swap + subsequence
2002,segment_tree,http://www.spoj.com/problems/ADAGF/
2003,segment_tree,http://www.spoj.com/problems/ADATREE/
2004,segment_tree,http://codeforces.com/contest/911/problem/G (7) //Segment tree over queries
2005,segment_tree,http://codeforces.com/contest/895/problem/E (5) //[PRECISION]
2006,segment_tree,http://codeforces.com/contest/52/problem/C (4) //Easy [MIN]+[INCREASE]
2007,segment_tree,http://codeforces.com/contest/56/problem/E (5) //[NICE][NORMALIZE][MAX]
2008,segment_tree,http://codeforces.com/contest/877/problem/E (5) //[VERY NICE][EULER TOUR TREE]
2009,segment_tree,https://devskill.com/CodingProblems/ViewProblem/283
2010,segment_tree,https://devskill.com/CodingProblems/ViewProblem/315
2011,segment_tree,http://codeforces.com/problemset/problem/756/C
2012,segment_tree,http://codeforces.com/contest/739/problem/C (8)
2013,segment_tree,http://codeforces.com/contest/718/problem/C (8)
2014,segment_tree,http://codeforces.com/contest/750/problem/E (7)
2015,segment_tree,http://codeforces.com/contest/759/problem/C (7)
2016,segment_tree,11165 UVA (5)
2017,segment_tree,http://codeforces.com/contest/763/problem/E (8) //VERY NICE — [non-trivial]
2018,segment_tree,http://www.spoj.com/problems/BGSHOOT/ (5) //normalize — then easy
2019,segment_tree,http://www.spoj.com/problems/KGSS/ (4)
2020,segment_tree,http://codeforces.com/contest/765/problem/F (7) //VERY NICE — CASCADE
2021,segment_tree,http://www.spoj.com/problems/GSS1/ (5) //Idea — then easy
2022,segment_tree,http://www.spoj.com/problems/KQUERYO/ (5) //Seg-tree of vectors
2023,segment_tree,http://codeforces.com/contest/633/problem/G (8) //EulerTree+Seg+Bitset
2024,segment_tree,http://www.spoj.com/problems/NAJ0001/ (7) //10^8 int — memory (and worked)
2025,segment_tree,http://www.spoj.com/problems/PRMQUER/ (5) //2 segment trees + sieve
2026,segment_tree,http://www.spoj.com/problems/EC_DIVS/ (5) //dunno if intended
2027,segment_tree,"http://www.spoj.com/problems/DCEPC11I/ (5) //NICE — 1,2,3,4,5,.. inc"
2028,segment_tree,http://www.spoj.com/problems/QUE2/ (4) //kth number
2029,segment_tree,http://codeforces.com/contest/785/problem/E (6) //Seg+Treap [and faster]
2030,segment_tree,http://codeforces.com/contest/786/problem/B (6) //+Dijkstra
2031,segment_tree,13183 UVA (6) //Merge-Sort-Tree [dunno]
2032,segment_tree,http://codeforces.com/contest/121/problem/E (7) //Dunno — done by vectorisation
2033,segment_tree,http://codeforces.com/contest/803/problem/G (5) //VERY NICE!! — ST 10^9 + ST/RMQ 10^5
2034,segment_tree,http://codeforces.com/contest/794/problem/F (7) //Digit by digit! (N*log(N)*100 )
2035,segment_tree,http://codeforces.com/contest/811/problem/E (6) //VERY NICE — DSU (easier Timofey + animals)
2036,segment_tree,http://codeforces.com/contest/817/problem/F (7) //10^18 + MEX ~~ NICE yet problematic
2037,segment_tree,http://codeforces.com/contest/816/problem/B (3) //Or offline trick makes it easier
2038,segment_tree,http://codeforces.com/contest/834/problem/D (5) //+Dynamic Programming | NICE 
2039,segment_tree,"http://www.spoj.com/problems/SBO/ (5) //preLast→ last (-1), last→ now (+1) — VERY NICE"
2040,segment_tree,http://www.spoj.com/problems/GOODE/ (5) //NICE: Inversion + L-Mex
2041,segment_tree,http://www.spoj.com/problems/CNTPRIME/ (3) //ST+Sieve (short range)
2042,segment_tree,http://www.spoj.com/problems/SEGSQRSS/ (4) //NICE {weak data} ~~ SQRT works too
2043,segment_tree,http://www.spoj.com/problems/MON2012/ (5) //NICE [Online][10^9 Range]
2044,segment_tree,http://www.spoj.com/problems/PARSUMS/ (4) //But other approaches work too
2045,segment_tree,http://www.spoj.com/problems/THRBL/ (4) //Simple SA — maximum on range <= A[a]
2046,segment_tree,http://www.spoj.com/problems/HORRIBLE/ (3) //Totally classical
2047,segment_tree,http://www.spoj.com/problems/MULTQ3/ (4) //NICE (interesting operation)
2048,segment_tree,http://www.spoj.com/problems/PERMPATT/ (4) //NICE [minimum][+IDEA]
2049,segment_tree,http://codeforces.com/contest/869/problem/E (5) //NICE — 2D [random][XOR]
2050,segment_tree,http://codeforces.com/contest/19/problem/D (5) //NICE [+BS][+SET] {bs not necessary}
2051,sequences,11885 UVA 7 //Previous problem requested for statement
2052,sequences,11522 UVA 3 //Trick — low numbers only :P
2053,sieve,http://www.spoj.com/problems/ADAPRIME/
2054,sieve,http://codeforces.com/contest/114/problem/E (5) //[NICE][FAST THINGS NEEDED][SEGMENTED]
2055,sieve,http://codeforces.com/contest/58/problem/B (3) //[NICE][GREEDY][LEAST PRIME FACTOR]
2056,sieve,Project Euler #134: Prime pair connection //Segmented
2057,sieve,11610 UVA (5)
2058,sieve,11353 UVA (3)
2059,sieve,http://www.spoj.com/problems/TDPRIMES/ (4)
2060,sieve,http://www.spoj.com/problems/VECTAR8/ (3)
2061,sieve,http://www.spoj.com/problems/NFACTOR/ (4)
2062,sieve,http://www.spoj.com/problems/HS08PAUL/ (4) //simply generate
2063,sieve,http://codeforces.com/contest/776/problem/B (3) //Easy — trict: PM-1/ELSE-2
2064,sieve,http://www.spoj.com/problems/GGD/ (4) // N/lowestDiv*(lowestDiv-1)
2065,sieve,http://codeforces.com/contest/822/problem/D (4) //DP + Lowest factor
2066,sieve,http://www.spoj.com/problems/NGIRL/ (4) //Squares — Primes + BS == Easiest
2067,sieve,http://www.spoj.com/problems/PTRI/ (5) //Very fast sieve necessary:/
2068,sieve,http://www.spoj.com/problems/AFS/ (3) //Sum of divisort + DP
2069,sieve,http://www.spoj.com/problems/BSPRIME/ (4) //Very fast sieve needed
2070,sieve,http://www.spoj.com/problems/DCEPC505/ (4) //NICE — at most 10527450
2071,sieve,http://www.spoj.com/problems/CUBEFR/ (3) //NICE — Sieve out k^3 numbers
2072,sieve,http://www.spoj.com/problems/PRIMES2/ (8) //VERY NICE — Some hell-shit optimizing
2073,sieve,http://codeforces.com/contest/26/problem/A (2) //Easy — many ways to solve it
2074,simulation,http://codeforces.com/gym/101650 A //[VERY NICE][TREAP][PROBABILITY]
2075,simulation,http://codeforces.com/gym/101650 K //[NICE] //Perhaps weak TC
2076,simulation,https://abc084.contest.atcoder.jp/tasks/abc084_c (3) //Brute-Force
2077,simulation,http://codeforces.com/contest/908/problem/B (2) //[EASY][NICE]
2078,simulation,http://codeforces.com/contest/141/problem/B (3) //[NICE][IF-PARTY]
2079,simulation,7921 — Anticlockwise Motion (4) //Simulate in sqrt
2080,simulation,7691 — Falling Apples (3)
2081,simulation,7977 — The Key to Cryptography (2)
2082,simulation,http://codeforces.com/contest/129/problem/B (2) //Graph
2083,simulation,http://codeforces.com/contest/903/problem/B (2) //[NICE]
2084,simulation,http://codeforces.com/contest/120/problem/C (1)
2085,simulation,http://codeforces.com/contest/118/problem/A (1)
2086,simulation,8012 — Voting Fraud (1)
2087,simulation,http://codeforces.com/contest/897/problem/A (1) //BF — do as they say
2088,simulation,7985 — Bumper-to-Bumper Traffic (4) //FINE — We have whole time-lapse
2089,simulation,7988 Flow Shop (3) //Do as they say. Trivial but not bad.
2090,simulation,7703 — Reading Digits (2) //Simple simulate what they ask for
2091,simulation,http://codeforces.com/contest/893/problem/A (1) //Easy but nice
2092,simulation,http://codeforces.com/contest/102/problem/B (2) //Do as they write — log-convergence
2093,simulation,http://codeforces.com/contest/92/problem/A (1) //Way too easy
2094,simulation,http://codeforces.com/contest/88/problem/C (3) //[NUMBER THEORY]
2095,simulation,http://codeforces.com/contest/84/problem/D (4) //Priority queue by min*size
2096,simulation,http://codeforces.com/contest/79/problem/A (1) //Simulate rules
2097,simulation,http://codeforces.com/contest/879/problem/A (1) //Iterate day-by-day
2098,simulation,http://codeforces.com/contest/879/problem/B (3) //Either at most N^2 or the biggest element [NICE]
2099,simulation,http://codeforces.com/contest/879/problem/D (4) //[NICE][Array elimination]
2100,simulation,http://codeforces.com/contest/46/problem/A (2) //[EASY][MODULO]
2101,simulation,http://codeforces.com/contest/46/problem/B (3) //[EASY][SEARCH-EACH-QUERY]
2102,simulation,http://codeforces.com/contest/55/problem/A (2) //Simple (long) simulation
2103,simulation,http://codeforces.com/contest/60/problem/A (1) //Moving LR bounds
2104,simulation,12187 UVA (2)
2105,simulation,http://codeforces.com/contest/724/problem/C 5
2106,simulation,http://codeforces.com/contest/746/problem/C 3
2107,simulation,11093 UVA (2)
2108,simulation,http://codeforces.com/contest/768/problem/C (4)
2109,simulation,"http://www.spoj.com/problems/WRONG/ (5) //VERY NICE — precalculate from back, then go from front"
2110,simulation,http://codeforces.com/contest/864/problem/C (4) //Not nice — just iffs
2111,simulation,http://www.spoj.com/problems/WAGE/ (3) //Simple Game Of Life Modification
2112,simulation,http://codeforces.com/contest/6/problem/C (2) //Simple simulate from both sides
2113,simulation,http://codeforces.com/contest/9/problem/B (2) //Simulate what is given (+ doubles)
2114,simulation,http://codeforces.com/contest/11/problem/B (3) //sqrt(X) [diff must be even]
2115,simulation,http://codeforces.com/contest/30/problem/A (2) //Simply simulate process [-1000→ 1000]
2116,sorting,http://www.spoj.com/problems/ADATOMAT/
2117,sorting,http://www.spoj.com/problems/ADAUSORT/
2118,sorting,http://www.spoj.com/problems/ADACUT/
2119,sorting,http://www.spoj.com/problems/ADAHLIA/ 
2120,sorting,http://codeforces.com/gym/101726/problem/E (3) //[STRUCTURES][IMPLEMENTATION]
2121,sorting,13282 Cakey McCakeFace (3) //Brute Force
2122,sorting,8260 Installing Apps (4) //[NICE] //Sorting + some DP
2123,sorting,http://codeforces.com/contest/922/problem/D (3) //[NICE][GREEDY][EASY]
2124,sorting,http://codeforces.com/contest/920/problem/C (3) //[EASY] Sortable by parts
2125,sorting,http://codeforces.com/contest/913/problem/D (4) //[NICE][BS][2P][FW]
2126,sorting,http://codeforces.com/contest/149/problem/A (2) //Sorting|Greedy
2127,sorting,http://www.spoj.com/problems/SEUG/ (2) //Bad statement
2128,sorting,http://codeforces.com/contest/141/problem/A (2) //Or frequency
2129,sorting,http://codeforces.com/contest/137/problem/E (4) //[NICE][PREFIX SUM MATCHING]
2130,sorting,http://codeforces.com/contest/137/problem/C (4) //[NICE][FENWICK WORKS TOO]
2131,sorting,http://codeforces.com/contest/136/problem/C (3) //Last to 1(2) |OR| first to INF
2132,sorting,7601 — Football (3) //Greedy
2133,sorting,7673 — What a Simple Research (2) //[EASY][IMPLE]
2134,sorting,http://codeforces.com/contest/108/problem/B (2) //Easy & Adjacent
2135,sorting,8025 — Stacking Cups (2) //Sorting+input
2136,sorting,http://codeforces.com/contest/892/problem/A (2) //[EASY][SUM]
2137,sorting,https://www.urionlinejudge.com.br/judge/en/problems/view/2290 (3) //Sort+check [fast]
2138,sorting,http://codeforces.com/contest/81/problem/C (3) //MATH[Lesser=greater][comparator]
2139,sorting,http://codeforces.com/contest/53/problem/D (3) //Bubble sort
2140,sorting,http://codeforces.com/contest/58/problem/D (4) //[BUCKET][GREEDY][STRING]
2141,sorting,UVA 10810 //INV
2142,sorting,UVA 11858 //INV
2143,sorting,http://codeforces.com/problemset/problem/645/B //INV
2144,sorting,UVA 10327 //INV
2145,sorting,http://www.spoj.com/problems/BUBBLESORT/ //INV
2146,sorting,UVA 11495 //INV [GAME]
2147,sorting,http://www.spoj.com/problems/CODESPTB/ //INV
2148,sorting,UVA 13212 //INV
2149,sorting,http://codeforces.com/problemset/problem/749/E //INV
2150,sorting,12189 UVA (3)
2151,sorting,12196 UVA (4)
2152,sorting,http://codeforces.com/contest/731/problem/D 7
2153,sorting,11925 UVA (4)
2154,sorting,11979 UVA (3)
2155,sorting,http://codeforces.com/contest/747/problem/D (4)
2156,sorting,11890 UVA (4)
2157,sorting,http://www.spoj.com/problems/KAOS/ (4) //INV — GOOD problem!!!!
2158,sorting,http://www.spoj.com/problems/KSMALL/ (5) //fast sort /or/ quick-select
2159,sorting,http://www.spoj.com/problems/RKS/ (3) //use map
2160,sorting,http://www.spoj.com/problems/SPCJ/ (4) //reverse + go from back
2161,sorting,http://codeforces.com/contest/785/problem/B (2) //last-first + vice versa
2162,sorting,http://codeforces.com/contest/798/problem/D (4) //Take 1st then take best B of every pair (sort by A)
2163,sorting,http://codeforces.com/contest/810/problem/B (2)
2164,sorting,http://codeforces.com/contest/810/problem/C (3) //+Math
2165,sorting,http://codeforces.com/contest/814/problem/A (1) //Pro prváky — but nice observation
2166,sorting,http://codeforces.com/contest/817/problem/B (3) //Frequency of TOP 3
2167,sorting,10769 UVA (3) //Sadly N^4 passes
2168,sorting,13208 UVA (4) //Sort + Prefix Sum
2169,sorting,13212 UVA (3) //Number of inversions
2170,sorting,"http://codeforces.com/contest/831/problem/C (3) //NICE ~ Check all ""add"" against first"
2171,sorting,http://codeforces.com/contest/831/problem/D (4) //Can be solved with BS+Max-Match
2172,sorting,http://codeforces.com/contest/841/problem/C (3) //NICE — match greatest to lowest
2173,sorting,http://codeforces.com/contest/845/problem/C (2) //EASY — pro prvaky
2174,sorting,http://www.spoj.com/problems/HSHW/ (4) //Test every big/low pair + big/big low/low on +/-
2175,sorting,http://www.spoj.com/problems/CODESPTB/ (3) //Count inversions [BASIC]
2176,sorting,http://codeforces.com/contest/863/problem/B (2) //Sort and omit 2
2177,sorting,http://www.spoj.com/problems/AMR10G/ (2) //Easy yet NICE
2178,sorting,http://codeforces.com/contest/12/problem/C (2) //Very simple
2179,sorting,http://codeforces.com/contest/16/problem/B (1) //[EASY]
2180,sorting,http://codeforces.com/contest/22/problem/D (3) //Sort by begin + sweep
2181,sorting,http://codeforces.com/contest/23/problem/C (3) //Take them by pairs + add last
2182,sorting,http://codeforces.com/contest/24/problem/B (3) //Simple follow the rules
2183,sorting,http://codeforces.com/contest/27/problem/B (3) //Compare number of victories
2184,sorting,http://codeforces.com/contest/27/problem/C (4) //[NICE] Find next bigger/lesser (sort)
2185,spanning_tree,http://codeforces.com/contest/908/problem/F (5) //[VERY NICE] //Not exactly MST but similar[GREEDY]
2186,spanning_tree,http://codeforces.com/contest/125/problem/E (5) //[BS]
2187,spanning_tree,http://codeforces.com/contest/76/problem/A (4) //[VERY NICE] Sort by A and KEEP spanning + one edge
2188,spanning_tree,LA 6622 — Absurdistan Roads (4) //Plus one edge
2189,spanning_tree,UVA 12176
2190,spanning_tree,UVA 10600
2191,spanning_tree,UVA 10724
2192,spanning_tree,https://www.hackerrank.com/contests/june-world-codesprint/challenges/johnland
2193,spanning_tree,UVA 11710
2194,spanning_tree,Gym 101252C [2014-2015 CT S02E05: Codeforces Trainings Season 2 Episode 5 — 2009-2010 ACM-ICPC]
2195,spanning_tree,Gym 101047I [2015 USP Try-outs][HARD]
2196,spanning_tree,UVA 11183 [Directed]
2197,spanning_tree,LightOJ 1101
2198,spanning_tree,https://www.codechef.com/problems/CHEFELEC
2199,spanning_tree,UVA 10307
2200,spanning_tree,http://codeforces.com/problemset/problem/598/D
2201,spanning_tree,http://codeforces.com/problemset/problem/32/C
2202,spanning_tree,http://codeforces.com/problemset/problem/744/A
2203,spanning_tree,https://devskill.com/CodingProblems/ViewProblem/344
2204,spanning_tree,908 — Re-connecting Computer Sites [UVA]
2205,spanning_tree,1208 — Oreon [UVA]
2206,spanning_tree,1235 — Anti Brute Force Lock [UVA]
2207,spanning_tree,10034 — Freckles [UVA]
2208,spanning_tree,11228 — Transportation system [UVA]
2209,spanning_tree,11631 — Dark roads [UVA]
2210,spanning_tree,11733 — Airports [UVA]
2211,spanning_tree,11747 — Heavy Cycle Edges [UVA]
2212,spanning_tree,BLINNET SPOJ (3)
2213,spanning_tree,11183 UVA (4) //Directed [need to know algo!]
2214,spanning_tree,http://www.spoj.com/problems/ULM09/ (3) //Sum-Kruskal
2215,spanning_tree,http://www.spoj.com/problems/IITKWPCG/ (4) //VERY NICE [log instead of price]
2216,spanning_tree,http://codeforces.com/contest/17/problem/B (3) //Spanning tree [no dsu]
2217,spfa,LightOJ 1074
2218,spfa,UVA 1171
2219,spfa,UVA 11478
2220,spfa,UVA 12768
2221,spfa,11478 UVA (5)
2222,sqrt,http://codeforces.com/gym/101889 D //[NICE][STL]
2223,sqrt,http://codeforces.com/contest/916/problem/D (6) //[NICE][BS][BINARY-LIFTING]
2224,sqrt,12003 UVA 7
2225,sqrt,11990 UVA (5)
2226,sqrt,http://www.spoj.com/problems/GIVEAWAY/ (7) //SQRT + BS > [or Seg+Trie]
2227,sqrt,http://codeforces.com/contest/786/problem/C (5) //Nsqrn (bg) + sqrSegs (end)
2228,sqrt,http://codeforces.com/contest/840/problem/D (5) //NICE — Either frequent OR brute-force
2229,sqrt,http://codeforces.com/contest/13/problem/E //VERY NICE [SQRT-BLOCK UPDATE/JUMP]
2230,sqrt,http://codeforces.com/contest/85/problem/D (4) //NICE [ST shall work too]
2231,stl,http://www.spoj.com/problems/ADABASET/ [IO-testing][ARRAY]
2232,stl,http://www.spoj.com/problems/ADALIST/ [ROPE]
2233,stl,http://www.spoj.com/problems/ADAFIELD/ [SET]
2234,stl,http://www.spoj.com/problems/ADAQUEUE/
2235,stl,http://www.spoj.com/problems/ADAFRIEN/
2236,stl,http://codeforces.com/contest/920/problem/B (3) //[NICE][QUEUE][SIMPLE]
2237,stl,http://codeforces.com/contest/911/problem/E (4) //[NICE][STACK][SET]
2238,stl,http://codeforces.com/contest/909/problem/D (4) //[VERY NICE][SIMULATION][GROUP]
2239,stl,http://codeforces.com/contest/899/problem/E (4) //[VERY NICE][SET]
2240,stl,https://arc087.contest.atcoder.jp/tasks/arc087_a (2) //Map
2241,stl,http://codeforces.com/contest/903/problem/C (2) //Map
2242,stl,http://codeforces.com/contest/900/problem/C (3) //[NICE][SET]
2243,stl,http://codeforces.com/contest/112/problem/A (1) //tolower [trivial]
2244,stl,"3396 — Alphabetics (2) //Getline, letters identification"
2245,stl,http://codeforces.com/contest/81/problem/A (2) //Stack OR string
2246,stl,http://codeforces.com/contest/78/problem/A (1) //fgets + imple
2247,stl,http://codeforces.com/contest/69/problem/E (3) //NICE [2POINTERS][SET][MAP]
2248,stl,http://www.spoj.com/problems/RMID/ //Dynamic Median
2249,stl,http://www.spoj.com/problems/RMID2/ //Dynamic Median
2250,stl,http://codeforces.com/problemset/problem/713/C //Dynamic Median
2251,stl,http://www.spoj.com/problems/EC_ESTA/ //Dynamic median
2252,stl,http://codeforces.com/contest/799/problem/B (2) //EASY — MAP
2253,stl,http://codeforces.com/contest/808/problem/D (3) //MAP
2254,stl,10887 (2) //string + map
2255,stl,10730 (3) //Easy with hash-map
2256,stl,http://codeforces.com/contest/821/problem/C (3) //STACK (vector) Nice+Easy
2257,stl,http://www.spoj.com/problems/SOLVEIT/ (3) //Set + lower_bound
2258,stl,http://www.spoj.com/problems/IITKWPCA/ (2) //Set + getline
2259,stl,http://codeforces.com/contest/849/problem/D (5) //Queue
2260,stl,http://www.spoj.com/problems/CRAN02/ (4) //Map (+Math)
2261,stl,http://www.spoj.com/problems/MAX_NUM/ (4) //Queue (possibly multiple ways)
2262,stl,http://www.spoj.com/problems/SID/ (5) //Sort + Vector (or similar) [strict TLE]
2263,stl,http://www.spoj.com/problems/RPLD/ (2) //Map of sets
2264,stl,http://codeforces.com/contest/861/problem/D (4) //unordered map of sets
2265,stl,http://www.spoj.com/problems/FACEFRND/ (2) //Set or Bitset
2266,stl,http://www.spoj.com/problems/HACKRNDM/ (3) //Easy — map
2267,stl,http://codeforces.com/contest/847/problem/K (4) //NICE Map+Queue
2268,stl,http://codeforces.com/contest/855/problem/A (1) //set
2269,stl,http://codeforces.com/contest/4/problem/C (2) //map+string
2270,stl,http://codeforces.com/contest/5/problem/E (6) //iffs + RMQ+BS+SET [or other sol]
2271,stl,http://codeforces.com/contest/44/problem/A (1) //Set + pair
2272,stl,http://codeforces.com/contest/45/problem/C (4) //NICE — Handling with sets
2273,stl,http://codeforces.com/contest/918/problem/B (2) //[MAP] //TLDR
2274,strings,http://codeforces.com/contest/909/problem/A (1) //Lexicographical comparision [EASY]
2275,strings,7948 Periodic Strings (2) //Brute-force
2276,strings,7892 — Game of Matchings (6) //No idea — heuristic works — but seems to be nice
2277,strings,8017 — Mancunian and Sonu Generate Strings (5) //[NICE][DP]//+Something: Trie/SA/SET...?
2278,strings,http://codeforces.com/contest/890/problem/D (4) //[NICE][SET][SORTING][26][BRUTE-FORCE]
2279,strings,http://codeforces.com/contest/43/problem/B (2) //Frequency
2280,strings,http://codeforces.com/contest/50/problem/B (2) //Frequency + Power
2281,strings,http://www.spoj.com/problems/MINMOVE/ (3) //Minimal lexicographical rotation
2282,strings,http://www.spoj.com/problems/BWHEELER/ //Burrows Wheeler
2283,strings,http://www.spoj.com/problems/EDIST/ //Edit Distance
2284,strings,3189 LA //Edit Distance
2285,strings,https://www.hackerrank.com/contests/morgan-stanley-2015/challenges/minimum-transformation-cost/problem //Edit Distance
2286,strings,http://codeforces.com/gym/101492/problem/L //Laevenstein Distance
2287,strings,UVA 13068 //Lexicographically lowest rotation
2288,strings,2755 [LA]//Lexicographically lowest rotation
2289,strings,LightOJ 1073 //Lexicographically Shortest Superstring
2290,strings,http://codeforces.com/contest/762/problem/C 5
2291,strings,http://www.spoj.com/problems/LCS0/ 10 //LCS
2292,strings,http://www.spoj.com/problems/IITWPC4H/ 2 //Frequence array
2293,strings,13186 UVA (6) //Bitset + Trie ~ NICE [6-7 mby?]
2294,strings,http://codeforces.com/contest/798/problem/B (2) //Brute-force .. pro prváky
2295,strings,10745 UVA (4) //Frequency (N^2 possible if efficient!!)
2296,strings,http://codeforces.com/contest/822/problem/B (2) //Easy pro prvaky (slightly imple.)
2297,strings,http://codeforces.com/contest/828/problem/C (4) //+Sorting (process only necessary!)
2298,strings,http://codeforces.com/contest/832/problem/B (3) //Naive compare back+front [+freq]
2299,strings,http://www.spoj.com/problems/STC04/ (5) //Next + pairs O(N*26) [frist look O(26^2*N)]
2300,strings,http://www.spoj.com/problems/IITKWPCJ/ (4) //GCD or HASHING
2301,strings,http://www.spoj.com/problems/SUBSN/ (4) //Next (NICE — bad input): 
2302,strings,http://www.spoj.com/problems/BOGGLE/ (2) //EASY [MAP][STREAM]
2303,strings,http://www.spoj.com/problems/MAIN8_E/ (4) //VERY NICE — Next function
2304,strings,"http://www.spoj.com/problems/STRMATCH/ (3) //Nice matching, yet low constraints on ""N"""
2305,strings,http://www.spoj.com/problems/FINDSR/ (3) //Clever bruteforce works here (NlogN)
2306,strings,http://codeforces.com/contest/39/problem/J (2) //Simple iteration over string
2307,strings,http://codeforces.com/contest/876/problem/E (4) //Compare from back + make fail-pairs
2308,suffix_array,http://www.spoj.com/problems/ADAPHOTO/ [or hashing after turboanalisis]
2309,suffix_array,http://www.spoj.com/problems/ADASTRNG/
2310,suffix_array,http://codeforces.com/gym/101889 M //[VERY NICE][OBSERVATION]
2311,suffix_array,http://codeforces.com/gym/101840 B //[NICE][ST][BIT][LCP]
2312,suffix_array,http://codeforces.com/contest/129/problem/D (4) //[NICE]//Suffix Automaton / Brute Force works too
2313,suffix_array,http://codeforces.com/contest/123/problem/D (5) //[NICE][RMQ][D&C]
2314,suffix_array,8086 Substring Sorting (7) //[VERY NICE][RMQ][BS][PST]
2315,suffix_array,7702 — Castle //6 [VERY NICE][RMQ][BS][FW]
2316,suffix_array,7701 — Favorite music //8 [VERY NICE][RMQ][SEARCH][OPTI] //WRONG TIME-LIMIT==OPTI
2317,suffix_array,https://www.urionlinejudge.com.br/judge/en/problems/view/1530 //7 [VERY NICE][RMQ][SET][OFFLINE]
2318,suffix_array,https://www.urionlinejudge.com.br/judge/en/problems/view/2000 (5) //Basic disubstr counting
2319,suffix_array,UVA 760 //LCS
2320,suffix_array,UVA 1227 //LCS
2321,suffix_array,http://www.spoj.com/problems/LCS/en/ //LCS
2322,suffix_array,UVA 11512
2323,suffix_array,7502 [LA]
2324,suffix_array,Gym 100923D [2015 ACM National Contest Romania — Round 1]
2325,suffix_array,UVA 1254
2326,suffix_array,UVA 12191
2327,suffix_array,UVA 12206
2328,suffix_array,https://www.codechef.com/problems/INSQ16F
2329,suffix_array,3943 LA
2330,suffix_array,UVA 11107
2331,suffix_array,UVA 12974
2332,suffix_array,UVA 10526
2333,suffix_array,Davos and Reading [INSOMNIA] //Awesome problem but can't find link [hard] — non of regular judges
2334,suffix_array,UVA 12338
2335,suffix_array,https://devskill.com/CodingProblems/ViewProblem/328
2336,suffix_array,12191 UVA 5
2337,suffix_array,SARRAY SPOJ 3
2338,suffix_array,4513 LA 6
2339,suffix_array,http://www.spoj.com/problems/LCS2/ 7 // must be linear (SA+LCP+MQ)
2340,suffix_array,http://codeforces.com/contest/802/problem/I 7 //NICE! SA+LCP+(Segmentree/queue)
2341,suffix_array,http://www.spoj.com/problems/LONGCS/ //5 LCS of multiple strings (NICE)
2342,suffix_array,http://www.spoj.com/problems/SUBLEX/ //5 VERY NICE: Kth substring
2343,suffix_array,http://codeforces.com/contest/873/problem/F //6 VERY NICE: SA+Histogram
2344,suffix_array,http://codeforces.com/contest/30/problem/E //7 VERY NICE: [many other sols: Manach/KMP/HASH...]
2345,suffix_array,6856 — Circle of digits //7 [VERY NICE]
2346,ternary_search,LightOJ 1146
2347,ternary_search,Gym 101482G [2014-2015 Northwestern European Regional Contest (NWERC 2014)]
